obs,action,reward,next_obs,done
"[-1.2, 0.8, 0.1, -1.0, 0.05, 0.2, 0.0, 0.0]",1,-2.5,"[-1.19, 0.79, 0.08, -1.02, 0.04, 0.18, 0.0, 0.0]",False
"[-1.2, 1.3, 0.1, -1.2, 0.15, 0.3, 0.0, 0.0]",1,-2.5,"[-1.19, 1.29, 0.08, -1.21, 0.13, 0.28, 0.0, 0.0]",False
"[-1.2, 0.8, 0.1, -1.2, 0.05, -2.0, 0.0, 0.0]",1,-2.5,"[-1.22, 0.76, 0.08, -1.18, 0.03, -1.95, 0.0, 0.0]",False
"[-1.19, 1.29, 0.08, -1.21, 0.13, 0.28, 0.0, 0.0]",3,-2.6,"[-1.18, 1.28, 0.11, -1.22, 0.11, 0.26, 0.0, 0.0]",False
"[0.8, 0.7, 0.6, -1.3, -1.3, -1.2, 0.0, 0.0]",2,-2.8,"[0.82, 0.68, 0.58, -1.32, -1.31, -1.22, 0.0, 0.0]",False
"[0.8, 1.2, -1.0, -1.5, 2.0, 3.0, 0.0, 0.0]",3,-2.8,"[0.78, 1.18, -1.05, -1.52, 1.0, 2.0, 0.0, 0.0]",False
"[-1.2, 0.8, 0.1, -1.2, 0.05, -1.5, 0.0, 0.0]",1,-2.94,"[-1.18, 0.79, 0.08, -1.22, 0.03, -1.48, 0.0, 0.0]",False
"[-1.18, 0.79, 0.08, -1.22, 0.03, -1.48, 0.0, 0.0]",2,-2.97,"[-1.16, 0.78, 0.06, -1.24, 0.01, -1.45, 0.0, 0.0]",False
"[-1.16, 0.78, 0.06, -1.24, 0.01, -1.45, 0.0, 0.0]",3,-3.0,"[-1.14, 0.77, 0.07, -1.26, 0.04, -1.42, 0.0, 0.0]",False
"[-1.14, 0.77, 0.07, -1.26, 0.04, -1.42, 0.0, 0.0]",0,-3.03,"[-1.12, 0.76, 0.08, -1.28, 0.02, -1.4, 0.0, 0.0]",False
"[-1.12, 0.76, 0.08, -1.28, 0.02, -1.4, 0.0, 0.0]",2,-3.06,"[-1.1, 0.75, 0.06, -1.3, 0.0, -1.38, 0.0, 0.0]",False
"[0.78, 1.18, -1.05, -1.52, 1.0, 2.0, 0.0, 0.0]",2,-3.1,"[0.76, 1.16, -1.0, -1.54, 2.5, 4.5, 0.0, 0.0]",False
"[0.8, 0.7, -1.0, -1.8, -2.2, 0.9, 0.0, 0.0]",2,-3.1,"[0.76, 0.66, -1.05, -1.82, -2.18, 0.85, 0.0, 0.0]",False
"[-1.5, 0.7, 2.0, -1.0, -1.0, -1.0, 0.0, 0.0]",1,-3.2,"[-1.51, 0.69, 1.98, -1.02, -1.01, -1.02, 0.0, 0.0]",False
"[0.8, 0.6, 0.4, -1.6, 0.7, 1.4, 0.0, 0.0]",1,-3.4,"[0.79, 0.588, 0.38, -1.598, 0.68, 1.38, 0.0, 0.0]",False
"[0.5, 0.9, -1.1, -1.1, -1.1, -1.0, 0.0, 0.0]",3,-3.5,"[0.48, 0.88, -1.12, -1.15, -1.12, -1.02, 0.0, 0.0]",False
"[0.5, 0.4, 0.2, -1.5, -1.5, 1.2, 0.0, 0.0]",0,-3.7,"[0.52, 0.39, 0.19, -1.52, -1.51, 1.21, 0.0, 0.0]",False
"[-1.5, 1.0, -1.0, 0.5, 2.5, -1.8, 0.0, 0.0]",2,-3.9,"[-1.49, 0.988, -1.02, 0.48, 2.48, -1.82, 0.0, 0.0]",False
"[-1.6, 0.5, 1.5, -1.2, -1.1, -1.2, 0.0, 0.0]",3,-3.9,"[-1.58, 0.49, 1.48, -1.22, -1.12, -1.21, 0.0, 0.0]",False
"[-1.1, 0.7, 0.9, -1.3, -1.8, 0.8, 0.0, 0.0]",1,-4.0,"[-1.09, 0.69, 0.88, -1.32, -1.81, 0.79, 0.0, 0.0]",False
"[-2.0, 1.2, 0.5, -1.6, 1.0, 0.6, 0.0, 0.0]",0,-4.0,"[-2.01, 1.18, 0.52, -1.62, 1.02, 0.58, 0.0, 0.0]",False
"[-1.1, 0.75, 0.06, -1.3, 0.0, -1.38, 0.0, 0.0]",1,-4.08,"[-1.08, 0.74, 0.05, -1.32, -1.02, -1.35, 0.0, 0.0]",False
"[-1.08, 0.74, 0.05, -1.32, -1.02, -1.35, 0.0, 0.0]",3,-4.11,"[-1.06, 0.73, 0.07, -1.34, -1.04, -1.32, 0.0, 0.0]",False
"[-1.06, 0.73, 0.07, -1.34, -1.04, -1.32, 0.0, 0.0]",2,-4.14,"[-1.04, 0.72, 0.05, -1.36, -1.06, -1.3, 0.0, 0.0]",False
"[-1.04, 0.72, 0.05, -1.36, -1.06, -1.3, 0.0, 0.0]",0,-4.17,"[-1.02, 0.71, 0.06, -1.38, -1.05, -1.28, 0.0, 0.0]",False
"[1.5, 0.9, -1.5, -1.0, -1.8, 2.1, 0.0, 0.0]",2,-4.2,"[1.49, 0.888, -1.52, -1.008, -1.82, 2.08, 0.0, 0.0]",False
"[-1.02, 0.71, 0.06, -1.38, -1.05, -1.28, 0.0, 0.0]",2,-4.2,"[-1.0, 0.7, 0.04, -1.4, -1.07, -1.25, 0.0, 0.0]",False
"[-1.1, 1.3, -1.3, -1.4, 0.4, 0.3, 0.0, 0.0]",2,-4.2,"[-1.08, 1.28, -1.32, -1.42, 0.42, 0.32, 0.0, 0.0]",False
"[0.8, 0.9, 1.2, -1.4, 1.0, -1.0, 0.0, 0.0]",2,-4.2,"[0.82, 0.89, 1.21, -1.42, 0.99, -1.01, 0.0, 0.0]",False
"[-2.01, 1.18, 0.52, -1.62, 1.02, 0.58, 0.0, 0.0]",3,-4.2,"[-2.0, 1.16, 0.55, -1.64, 1.0, 0.56, 0.0, 0.0]",False
"[1.1, 1.1, 1.2, -1.4, 1.1, 1.6, 0.0, 0.0]",2,-4.2,"[1.06, 1.06, 1.15, -1.38, 1.08, 1.55, 0.0, 0.0]",False
"[-1.0, 0.5, 1.5, -1.9, -1.2, 0.6, 0.0, 0.0]",0,-4.7,"[-1.02, 0.46, 1.48, -1.88, -1.18, 0.62, 0.0, 0.0]",False
"[0.45, 0.88, 0.9, -1.4, 0.6, 0.9, 0.0, 0.0]",2,1.2,"[0.48, 0.882, 0.92, -1.45, 0.58, 0.92, 0.0, 0.0]",False
"[-1.16, 0.83, 0.09, -1.29, 0.51, 0.72, 0.0, 0.0]",2,-1.0,"[-1.14, 0.82, 0.06, -1.34, 0.53, 0.69, 0.0, 0.0]",False
"[-1.14, 0.82, 0.06, -1.34, 0.53, 0.69, 0.0, 0.0]",3,-1.0,"[-1.12, 0.81, 0.03, -1.38, 0.55, 0.67, 0.0, 0.0]",False
"[-1.12, 0.81, 0.03, -1.38, 0.55, 0.67, 0.0, 0.0]",2,-1.0,"[-1.1, 0.8, 0.0, -1.42, 0.57, 0.65, 0.0, 0.0]",False
"[-1.18, 0.84, 0.12, -1.25, 0.48, 0.75, 0.0, 0.0]",1,-1.05,"[-1.16, 0.83, 0.09, -1.29, 0.51, 0.72, 0.0, 0.0]",False
"[-1.2, 0.85, 0.15, -1.2, 0.45, 0.8, 0.0, 0.0]",2,-1.1,"[-1.18, 0.84, 0.12, -1.25, 0.48, 0.75, 0.0, 0.0]",False
"[-1.1, 0.8, 0.0, -1.42, 0.57, 0.65, 0.0, 0.0]",1,-1.3,"[-1.08, 0.79, -2.0, -1.46, 0.59, 0.62, 0.0, 0.0]",False
"[-1.234, 0.234, 0.123, -1.456, 0.567, 0.789, 0.0, 0.0]",1,-1.33,"[-1.245, 0.231, 0.134, -1.478, 0.589, 0.812, 0.0, 0.0]",False
"[-1.245, 0.231, 0.134, -1.478, 0.589, 0.812, 0.0, 0.0]",2,-1.33,"[-1.256, 0.229, 0.145, -1.499, 0.612, 0.834, 0.0, 0.0]",False
"[-1.256, 0.229, 0.145, -1.499, 0.612, 0.834, 0.0, 0.0]",3,-1.33,"[-1.267, 0.227, 0.156, -1.521, 0.634, 0.856, 0.0, 0.0]",False
"[-1.267, 0.227, 0.156, -1.521, 0.634, 0.856, 0.0, 0.0]",2,-1.33,"[-1.278, 0.225, 0.167, -1.543, 0.656, 0.878, 0.0, 0.0]",False
"[-1.278, 0.225, 0.167, -1.543, 0.656, 0.878, 0.0, 0.0]",1,-1.33,"[-1.289, 0.223, 0.178, -1.564, 0.678, 0.901, 0.0, 0.0]",False
"[-1.289, 0.223, 0.178, -1.564, 0.678, 0.901, 0.0, 0.0]",3,-1.33,"[-1.301, 0.221, 0.189, -1.586, 0.701, 0.923, 0.0, 0.0]",False
"[-1.301, 0.221, 0.189, -1.586, 0.701, 0.923, 0.0, 0.0]",2,-1.33,"[-1.312, 0.219, 0.201, -1.608, 0.723, 0.945, 0.0, 0.0]",False
"[-1.312, 0.219, 0.201, -1.608, 0.723, 0.945, 0.0, 0.0]",1,-1.33,"[-1.323, 0.217, 0.212, -1.629, 0.745, 0.967, 0.0, 0.0]",False
"[-1.323, 0.217, 0.212, -1.629, 0.745, 0.967, 0.0, 0.0]",2,-1.33,"[-1.334, 0.215, 0.223, -1.651, 0.767, 0.989, 0.0, 0.0]",False
"[-1.334, 0.215, 0.223, -1.651, 0.767, 0.989, 0.0, 0.0]",3,-1.33,"[-1.345, 0.213, 0.234, -1.673, 0.789, 1.012, 0.0, 0.0]",False
"[-1.8, 0.98, 0.2, -1.0, 1.0, 0.5, 0.0, 0.0]",2,-1.8,"[-1.78, 0.976, 0.22, -1.05, 0.98, 0.48, 0.0, 0.0]",False
"[-1.08, 0.79, -2.0, -1.46, 0.59, 0.62, 0.0, 0.0]",2,-1.8,"[-1.06, 0.78, -5.0, -1.51, 0.61, 0.6, 0.0, 0.0]",False
"[-1.2, 0.2, 0.5, -1.8, 0.3, 0.8, 0.0, 0.0]",2,-2.3,"[-1.18, 0.18, 0.52, -1.82, 0.32, 0.78, 0.0, 0.0]",False
"[-1.2, 0.95, 0.3, -1.2, 0.8, 0.4, 0.0, 0.0]",1,-2.5,"[-1.18, 0.948, 0.28, -1.25, 0.82, 0.38, 0.0, 0.0]",False
"[-1.2, 0.2, 0.1, -1.0, 0.1, 0.5, 0.0, 0.0]",1,-2.5,"[-1.25, 0.195, 0.05, -1.02, 0.08, 0.48, 0.0, 0.0]",False
"[-1.06, 0.78, -5.0, -1.51, 0.61, 0.6, 0.0, 0.0]",3,-2.6,"[-1.04, 0.77, -8.0, -1.55, 0.63, 0.58, 0.0, 0.0]",False
"[0.0, 0.9, 0.0, -1.5, 0.0, 0.0, 0.0, 0.0]",2,-2.8,"[0.02, 0.89, 0.02, -1.52, 0.02, -1.48, 0.0, 0.0]",False
"[-1.2, 0.7, 0.1, -1.5, 0.1, 0.2, 0.0, 0.0]",2,-2.8,"[-1.25, 0.68, 0.12, -1.48, 0.12, 0.18, 0.0, 0.0]",False
"[-1.0, 0.5, 0.2, -1.5, 0.1, 0.05, 0.0, 0.0]",1,-2.8,"[-1.05, 0.48, 0.18, -1.48, 0.08, 0.04, 0.0, 0.0]",False
"[0.3, 0.9, -1.5, -1.0, 0.6, -1.8, 0.0, 0.0]",0,-2.8,"[0.32, 0.88, -1.48, -1.02, 0.62, -1.82, 0.0, 0.0]",False
"[-1.0, 0.5, 0.1, -1.2, 0.2, 0.3, 0.0, 0.0]",2,-2.84,"[-1.05, 0.49, 0.08, -1.15, 0.18, 0.28, 0.0, 0.0]",False
"[-1.05, 0.49, 0.08, -1.15, 0.18, 0.28, 0.0, 0.0]",3,-2.87,"[-1.1, 0.48, 0.09, -1.1, 0.19, 0.25, 0.0, 0.0]",False
"[-1.1, 0.48, 0.09, -1.1, 0.19, 0.25, 0.0, 0.0]",2,-2.9,"[-1.15, 0.47, 0.07, -1.05, 0.17, 0.23, 0.0, 0.0]",False
"[-1.15, 0.47, 0.07, -1.05, 0.17, 0.23, 0.0, 0.0]",1,-2.93,"[-1.2, 0.46, 0.05, -1.0, 0.15, 0.2, 0.0, 0.0]",False
"[-1.24, 0.944, -1.048, -1.054, -8.64, -2.86, 0.0, 0.0]",1,-2.94,"[-1.244, 0.943, -1.034, -1.075, -8.8, -2.34, 0.0, 0.0]",False
"[-1.244, 0.943, -1.034, -1.075, -8.8, -2.34, 0.0, 0.0]",0,-2.94,"[-1.247, 0.942, -1.02, -1.096, -8.96, -1.82, 0.0, 0.0]",False
"[-1.247, 0.942, -1.02, -1.096, -8.96, -1.82, 0.0, 0.0]",0,-2.94,"[-1.25, 0.941, -1.006, -1.117, -9.12, -1.3, 0.0, 0.0]",False
"[-1.23, 0.946, -1.076, -1.012, -8.32, -3.9, 0.0, 0.0]",1,-2.95,"[-1.235, 0.945, -1.062, -1.033, -8.48, -3.38, 0.0, 0.0]",False
"[-1.235, 0.945, -1.062, -1.033, -8.48, -3.38, 0.0, 0.0]",1,-2.95,"[-1.24, 0.944, -1.048, -1.054, -8.64, -2.86, 0.0, 0.0]",False
"[-1.2, 0.46, 0.05, -1.0, 0.15, 0.2, 0.0, 0.0]",2,-2.96,"[-1.25, 0.45, 0.03, -1.0, 0.13, 0.18, 0.0, 0.0]",False
"[-1.25, 0.45, 0.03, -1.0, 0.13, 0.18, 0.0, 0.0]",3,-2.99,"[-1.3, 0.44, 0.04, -1.05, 0.14, 0.16, 0.0, 0.0]",False
"[-1.3, 0.15, 0.9, -1.7, -1.9, 1.1, 0.0, 0.0]",2,-3.0,"[-1.32, 0.13, 0.92, -1.72, -1.92, 1.08, 0.0, 0.0]",False
"[-1.3, 0.44, 0.04, -1.05, 0.14, 0.16, 0.0, 0.0]",2,-3.02,"[-1.35, 0.43, 0.02, -1.0, 0.12, 0.14, 0.0, 0.0]",False
"[-1.35, 0.43, 0.02, -1.0, 0.12, 0.14, 0.0, 0.0]",1,-3.05,"[-1.4, 0.42, 0.0, -1.0, 0.1, 0.12, 0.0, 0.0]",False
"[0.8, 0.5, -1.0, -1.2, -1.1, -1.5, 0.0, 0.0]",1,-3.1,"[0.78, 0.48, -1.02, -1.22, -1.08, -1.52, 0.0, 0.0]",False
"[-1.2, 0.8, 0.05, -1.2, 0.1, 0.3, 0.0, 0.0]",3,-3.2,"[-1.18, 0.79, 0.08, -1.22, 0.12, 0.28, 0.0, 0.0]",False
"[0.8, 0.9, 0.5, -1.8, 0.4, 0.2, 0.0, 0.0]",3,-3.2,"[0.82, 0.88, 0.48, -1.76, 0.42, 0.22, 0.0, 0.0]",False
"[0.0, 0.2, -1.8, -1.8, 0.0, 0.0, 0.0, 0.0]",0,-3.2,"[0.0, 0.19, -1.79, -1.79, 0.0, 0.01, 0.0, 0.0]",False
"[-1.25, 0.941, -1.006, -1.117, -9.12, -1.3, 0.0, 0.0]",2,-3.24,"[-1.252, 0.94, -1.022, -1.138, -9.28, -1.78, 0.0, 0.0]",False
"[-1.0, 0.6, 1.2, -1.5, 1.4, 0.9, 0.0, 0.0]",2,-3.4,"[-1.02, 0.58, 1.22, -1.52, 1.42, 0.88, 0.0, 0.0]",False
"[-1.2, 0.6, 1.0, -1.2, -1.5, -2.0, 0.0, 0.0]",0,-3.5,"[-1.2, 0.59, 0.99, -1.19, -1.5, -2.01, 0.0, 0.0]",False
"[0.4, 0.8, -1.6, -1.3, -1.3, -1.4, 0.0, 0.0]",1,-3.5,"[0.38, 0.78, -1.62, -1.32, -1.28, -1.42, 0.0, 0.0]",False
"[-1.252, 0.94, -1.022, -1.138, -9.28, -1.78, 0.0, 0.0]",2,-3.54,"[-1.255, 0.939, -1.038, -1.159, -9.44, -2.26, 0.0, 0.0]",False
"[0.135, 0.047, -1.22, -1.116, 1.655, 0.475, 0.0, 1.0]",3,-1.03,"[0.132, 0.044, -1.227, -1.125, 1.68, 0.496, 0.0, 1.0]",False
"[0.132, 0.044, -1.227, -1.125, 1.68, 0.496, 0.0, 1.0]",3,-1.03,"[0.13, 0.041, -1.234, -1.134, 1.706, 0.519, 0.0, 1.0]",False
"[0.13, 0.041, -1.234, -1.134, 1.706, 0.519, 0.0, 1.0]",3,-1.03,"[0.127, 0.039, -1.24, -1.144, 1.733, 0.541, 0.0, 1.0]",False
"[0.127, 0.039, -1.24, -1.144, 1.733, 0.541, 0.0, 1.0]",3,-1.03,"[0.125, 0.036, -1.246, -1.156, 1.761, 0.568, 0.0, 1.0]",False
"[0.125, 0.036, -1.246, -1.156, 1.761, 0.568, 0.0, 1.0]",3,-1.03,"[0.122, 0.032, -1.251, -1.169, 1.791, 0.6, 0.0, 1.0]",False
"[0.122, 0.032, -1.251, -1.169, 1.791, 0.6, 0.0, 1.0]",3,-1.03,"[0.12, 0.029, -1.256, -1.184, 1.823, 0.632, 0.0, 1.0]",False
"[0.12, 0.029, -1.256, -1.184, 1.823, 0.632, 0.0, 1.0]",3,-1.03,"[0.117, 0.025, -1.26, -1.197, 1.856, 0.659, 0.0, 1.0]",False
"[0.117, 0.025, -1.26, -1.197, 1.856, 0.659, 0.0, 1.0]",3,-1.03,"[0.114, 0.02, -1.262, -1.212, 1.89, 0.691, 0.0, 1.0]",False
"[0.114, 0.02, -1.262, -1.212, 1.89, 0.691, 0.0, 1.0]",3,-1.03,"[0.112, 0.016, -1.265, -1.229, 1.927, 0.727, 0.0, 1.0]",False
"[0.112, 0.016, -1.265, -1.229, 1.927, 0.727, 0.0, 1.0]",3,-1.03,"[0.109, 0.012, -1.269, -1.243, 1.956, 0.748, 0.0, 1.0]",False
"[0.135, 0.047, -2.22, -1.16, 1.655, 0.475, 0.0, 1.0]",3,-1.07,"[0.132, 0.044, -2.27, -1.25, 1.68, 0.496, 0.0, 1.0]",False
"[0.132, 0.044, -2.27, -1.25, 1.68, 0.496, 0.0, 1.0]",3,-1.08,"[0.13, 0.041, -2.34, -1.34, 1.706, 0.519, 0.0, 1.0]",False
"[0.13, 0.041, -2.34, -1.34, 1.706, 0.519, 0.0, 1.0]",3,-1.09,"[0.127, 0.039, -2.4, -1.44, 1.733, 0.541, 0.0, 1.0]",False
"[0.127, 0.039, -2.4, -1.44, 1.733, 0.541, 0.0, 1.0]",3,-1.11,"[0.125, 0.036, -2.46, -1.56, 1.761, 0.568, 0.0, 1.0]",False
"[0.125, 0.036, -2.46, -1.56, 1.761, 0.568, 0.0, 1.0]",3,-1.13,"[0.122, 0.032, -2.51, -1.69, 1.791, 0.6, 0.0, 1.0]",False
"[0.122, 0.032, -2.51, -1.69, 1.791, 0.6, 0.0, 1.0]",3,-1.15,"[0.12, 0.029, -2.56, -1.84, 1.823, 0.632, 0.0, 1.0]",False
"[0.12, 0.029, -2.56, -1.84, 1.823, 0.632, 0.0, 1.0]",3,-1.18,"[0.117, 0.025, -2.6, -1.97, 1.856, 0.659, 0.0, 1.0]",False
"[0.135, 0.047, -1.22, -1.116, 1.655, 0.475, 0.0, 1.0]",3,-1.2,"[0.132, 0.044, -1.227, -1.125, 1.68, 0.496, 0.0, 1.0]",False
"[0.117, 0.025, -2.6, -1.97, 1.856, 0.659, 0.0, 1.0]",3,-1.22,"[0.114, 0.02, -2.62, -2.12, 1.89, 0.691, 0.0, 1.0]",False
"[0.135, 0.047, -1.22, -1.116, 1.655, 0.475, 0.0, 1.0]",3,-1.23,"[0.132, 0.044, -1.227, -1.125, 1.68, 0.496, 0.0, 1.0]",False
"[0.114, 0.02, -2.62, -2.12, 1.89, 0.691, 0.0, 1.0]",3,-1.28,"[0.112, 0.016, -2.65, -2.29, 1.927, 0.727, 0.0, 1.0]",False
"[0.132, 0.044, -1.227, -1.125, 1.68, 0.496, 0.0, 1.0]",3,-1.28,"[0.13, 0.041, -1.234, -1.134, 1.706, 0.519, 0.0, 1.0]",False
"[0.132, 0.044, -1.227, -1.125, 1.68, 0.496, 0.0, 1.0]",3,-1.3,"[0.13, 0.041, -1.234, -1.134, 1.706, 0.519, 0.0, 1.0]",False
"[0.13, 0.041, -1.234, -1.134, 1.706, 0.519, 0.0, 1.0]",3,-1.33,"[0.127, 0.039, -1.24, -1.144, 1.733, 0.541, 0.0, 1.0]",False
"[0.112, 0.016, -2.65, -2.29, 1.927, 0.727, 0.0, 1.0]",3,-1.35,"[0.109, 0.012, -2.79, -2.196, 1.975, 0.964, 0.0, 1.0]",False
"[0.127, 0.039, -1.24, -1.144, 1.733, 0.541, 0.0, 1.0]",3,-1.38,"[0.125, 0.036, -1.246, -1.156, 1.761, 0.568, 0.0, 1.0]",False
"[0.13, 0.041, -1.234, -1.134, 1.706, 0.519, 0.0, 1.0]",3,-1.4,"[0.127, 0.039, -1.24, -1.144, 1.733, 0.541, 0.0, 1.0]",False
"[0.197, 1.323, 0.595, -1.029, 0.287, 0.417, 0.0, 0.0]",1,-1.4,"[0.204, 1.32, 0.585, -1.013, 0.304, 0.458, 0.0, 0.0]",False
"[0.125, 0.036, -1.246, -1.156, 1.761, 0.568, 0.0, 1.0]",3,-1.43,"[0.122, 0.032, -1.251, -1.169, 1.791, 0.6, 0.0, 1.0]",False
"[0.122, 0.032, -1.251, -1.169, 1.791, 0.6, 0.0, 1.0]",3,-1.48,"[0.12, 0.029, -1.256, -1.184, 1.823, 0.632, 0.0, 1.0]",False
"[0.127, 0.039, -1.24, -1.144, 1.733, 0.541, 0.0, 1.0]",3,-1.5,"[0.125, 0.036, -1.246, -1.156, 1.761, 0.568, 0.0, 1.0]",False
"[0.19, 1.326, 0.604, -1.046, 0.27, 0.422, 0.0, 0.0]",2,-1.5,"[0.197, 1.323, 0.595, -1.029, 0.287, 0.417, 0.0, 0.0]",False
"[0.12, 0.029, -1.256, -1.184, 1.823, 0.632, 0.0, 1.0]",3,-1.53,"[0.117, 0.025, -1.26, -1.197, 1.856, 0.659, 0.0, 1.0]",False
"[0.135, 0.047, -1.22, -1.116, 1.655, 0.475, 0.0, 1.0]",3,-1.57,"[0.132, 0.044, -1.227, -1.125, 1.68, 0.496, 0.0, 1.0]",False
"[0.117, 0.025, -1.26, -1.197, 1.856, 0.659, 0.0, 1.0]",3,-1.58,"[0.114, 0.02, -1.262, -1.212, 1.89, 0.691, 0.0, 1.0]",False
"[0.112, 0.016, -1.265, -1.229, 1.927, 0.727, 0.0, 1.0]",3,-1.58,"[0.109, 0.012, -1.279, -1.196, 1.975, 0.964, 0.0, 1.0]",False
"[0.132, 0.044, -1.227, -1.125, 1.68, 0.496, 0.0, 1.0]",3,-1.59,"[0.13, 0.041, -1.234, -1.134, 1.706, 0.519, 0.0, 1.0]",False
"[0.125, 0.036, -1.246, -1.156, 1.761, 0.568, 0.0, 1.0]",3,-1.6,"[0.122, 0.032, -1.251, -1.169, 1.791, 0.6, 0.0, 1.0]",False
"[0.183, 1.329, 0.614, -1.062, 0.253, 0.381, 0.0, 0.0]",1,-1.6,"[0.19, 1.326, 0.604, -1.046, 0.27, 0.422, 0.0, 0.0]",False
"[0.13, 0.041, -1.234, -1.134, 1.706, 0.519, 0.0, 1.0]",3,-1.61,"[0.127, 0.039, -1.24, -1.144, 1.733, 0.541, 0.0, 1.0]",False
"[0.114, 0.02, -1.262, -1.212, 1.89, 0.691, 0.0, 1.0]",3,-1.63,"[0.112, 0.016, -1.265, -1.229, 1.927, 0.727, 0.0, 1.0]",False
"[0.127, 0.039, -1.24, -1.144, 1.733, 0.541, 0.0, 1.0]",3,-1.63,"[0.125, 0.036, -1.246, -1.156, 1.761, 0.568, 0.0, 1.0]",False
"[0.125, 0.036, -1.246, -1.156, 1.761, 0.568, 0.0, 1.0]",3,-1.65,"[0.122, 0.032, -1.251, -1.169, 1.791, 0.6, 0.0, 1.0]",False
"[0.122, 0.032, -1.251, -1.169, 1.791, 0.6, 0.0, 1.0]",3,-1.67,"[0.12, 0.029, -1.256, -1.184, 1.823, 0.632, 0.0, 1.0]",False
"[0.112, 0.016, -1.265, -1.229, 1.927, 0.727, 0.0, 1.0]",3,-1.68,"[0.109, 0.012, -1.279, -1.196, 1.975, 0.964, 0.0, 1.0]",False
"[0.12, 0.029, -1.256, -1.184, 1.823, 0.632, 0.0, 1.0]",3,-1.69,"[0.117, 0.025, -1.26, -1.197, 1.856, 0.659, 0.0, 1.0]",False
"[0.122, 0.032, -1.251, -1.169, 1.791, 0.6, 0.0, 1.0]",3,-1.7,"[0.12, 0.029, -1.256, -1.184, 1.823, 0.632, 0.0, 1.0]",False
"[0.171, 1.336, 0.621, -1.094, 0.22, 0.386, 0.0, 0.0]",2,-1.7,"[0.178, 1.332, 0.612, -1.077, 0.237, 0.381, 0.0, 0.0]",False
"[0.178, 1.332, 0.612, -1.077, 0.237, 0.381, 0.0, 0.0]",0,-1.7,"[0.183, 1.329, 0.614, -1.062, 0.253, 0.381, 0.0, 0.0]",False
"[0.117, 0.025, -1.26, -1.197, 1.856, 0.659, 0.0, 1.0]",3,-1.71,"[0.114, 0.02, -1.262, -1.212, 1.89, 0.691, 0.0, 1.0]",False
"[-1.2, 0.42, -1.1, 0.05, -1.1, -1.0, 0.0, 0.0]",2,-1.23,"[-1.2, 0.42, -1.05, 0.07, -1.14, -1.02, 0.0, 0.0]",False
"[-1.3, 0.43, -1.15, 0.08, -1.16, -1.05, 0.0, 0.0]",1,-1.25,"[-1.3, 0.43, -1.12, 0.06, -1.18, -1.01, 0.0, 0.0]",False
"[-1.4, 0.44, -1.2, 0.1, -1.2, -1.08, 0.0, 0.0]",0,-1.28,"[-1.4, 0.44, -1.2, 0.1, -1.22, -1.08, 0.0, 0.0]",False
"[-1.5, 0.45, -1.25, 0.12, -1.24, -1.1, 0.0, 0.0]",3,-1.3,"[-1.5, 0.45, -1.22, 0.14, -1.26, -1.12, 0.0, 0.0]",False
"[-1.6, 0.46, -1.3, 0.15, -1.28, -1.15, 0.0, 0.0]",2,-1.33,"[-1.6, 0.46, -1.25, 0.17, -1.32, -1.17, 0.0, 0.0]",False
"[-1.7, 0.47, -1.35, 0.18, -1.34, -1.2, 0.0, 0.0]",1,-1.35,"[-1.7, 0.47, -1.32, 0.16, -1.36, -1.16, 0.0, 0.0]",False
"[-1.8, 0.48, -1.4, 0.2, -1.38, -1.22, 0.0, 0.0]",0,-1.38,"[-1.8, 0.48, -1.4, 0.2, -1.4, -1.22, 0.0, 0.0]",False
"[-1.9, 0.49, -1.45, 0.22, -1.42, -1.25, 0.0, 0.0]",2,-1.4,"[-1.9, 0.49, -1.4, 0.24, -1.46, -1.27, 0.0, 0.0]",False
"[-2.0, 0.5, -1.5, 0.25, -1.48, -1.3, 0.0, 0.0]",3,-1.43,"[-2.0, 0.5, -1.47, 0.27, -1.5, -1.32, 0.0, 0.0]",False
"[-2.1, 0.51, -1.55, 0.28, -1.52, -1.35, 0.0, 0.0]",1,-1.45,"[-2.1, 0.51, -1.52, 0.26, -1.54, -1.31, 0.0, 0.0]",False
"[-1.0, 0.45, -1.0, -1.7, 0.0, 0.0, 0.0, 0.0]",3,-1.7,"[-1.0, 0.44, -1.05, -1.68, 0.04, 0.0, 0.0, 0.0]",False
"[-1.1, 0.42, -1.05, -1.75, -1.0, 0.0, 0.0, 0.0]",1,-1.9,"[-1.1, 0.415, -1.0, -1.73, -1.05, -1.0, 0.0, 0.0]",False
"[-1.1, 0.43, -1.05, -1.75, 0.0, 0.0, 0.0, 0.0]",1,-1.9,"[-1.1, 0.425, -1.0, -1.73, -1.0, 0.0, 0.0, 0.0]",False
"[-0.151, 0.452, 0.021, 0.092, -1.185, -0.8, 0.0, 0.0]",1,-2.0,"[-0.151, 0.454, 0.017, 0.071, -1.225, -0.76, 0.0, 0.0]",False
"[-1.2, 0.38, -1.1, -1.8, 0.0, 0.0, 0.0, 0.0]",3,-2.1,"[-1.2, 0.37, -1.05, -1.78, 0.05, 0.05, 0.0, 0.0]",False
"[-1.2, 0.4, -1.1, -1.8, 1.0, 0.0, 0.0, 0.0]",0,-2.1,"[-1.2, 0.395, -1.05, -1.78, 1.0, 0.0, 0.0, 0.0]",False
