obs,action,reward,next_obs,done
"[[-0.05167999118566513, 0.8712274432182312, -0.10934636741876602, -0.3153839409351349, 0.7427380084991455, -0.29223474860191345, 0.0, 0.0]]",2,0.9944267868995667,"[-0.053104497492313385, 0.8639801740646362, -0.13184534013271332, -0.31569957733154297, 0.7286189198493958, -0.28238189220428467, 0.0, 0.0]",False
"[[-0.053104497492313385, 0.8639801740646362, -0.13184534013271332, -0.31569957733154297, 0.7286189198493958, -0.28238189220428467, 0.0, 0.0]]",3,0.7409623265266418,"[-0.0544680580496788, 0.8562333583831787, -0.12361445277929306, -0.33683568239212036, 0.7118788361549377, -0.33480334281921387, 0.0, 0.0]",False
"[[-0.0544680580496788, 0.8562333583831787, -0.12361445277929306, -0.33683568239212036, 0.7118788361549377, -0.33480334281921387, 0.0, 0.0]]",2,0.4090724587440491,"[-0.05649833753705025, 0.8487476706504822, -0.18964222073554993, -0.32512158155441284, 0.6945396661758423, -0.34678348898887634, 0.0, 0.0]",False
"[[-0.05649833753705025, 0.8487476706504822, -0.18964222073554993, -0.32512158155441284, 0.6945396661758423, -0.34678348898887634, 0.0, 0.0]]",3,1.1157851219177246,"[-0.058475494384765625, 0.8407447934150696, -0.18240949511528015, -0.3473261892795563, 0.6750083565711975, -0.3906261622905731, 0.0, 0.0]",False
"[[-0.058475494384765625, 0.8407447934150696, -0.18240949511528015, -0.3473261892795563, 0.6750083565711975, -0.3906261622905731, 0.0, 0.0]]",2,1.735103726387024,"[-0.06093912199139595, 0.8332650661468506, -0.2311466485261917, -0.3244536817073822, 0.6558843851089478, -0.38247936964035034, 0.0, 0.0]",False
"[[-0.06093912199139595, 0.8332650661468506, -0.2311466485261917, -0.3244536817073822, 0.6558843851089478, -0.38247936964035034, 0.0, 0.0]]",3,1.4787547588348389,"[-0.06334666907787323, 0.8252696394920349, -0.22347283363342285, -0.34665820002555847, 0.6345139741897583, -0.42740845680236816, 0.0, 0.0]",False
"[[-0.06334666907787323, 0.8252696394920349, -0.22347283363342285, -0.34665820002555847, 0.6345139741897583, -0.42740845680236816, 0.0, 0.0]]",2,0.3551160395145416,"[-0.06630802154541016, 0.8175450563430786, -0.27817755937576294, -0.33469125628471375, 0.6126745939254761, -0.4367872178554535, 0.0, 0.0]",False
"[[-0.06630802154541016, 0.8175450563430786, -0.27817755937576294, -0.33469125628471375, 0.6126745939254761, -0.4367872178554535, 0.0, 0.0]]",3,1.9854254722595215,"[-0.06919679790735245, 0.8092911243438721, -0.26865819096565247, -0.35757413506507874, 0.5884538292884827, -0.48441511392593384, 0.0, 0.0]",False
"[[-0.06919679790735245, 0.8092911243438721, -0.26865819096565247, -0.35757413506507874, 0.5884538292884827, -0.48441511392593384, 0.0, 0.0]]",2,1.9081016778945923,"[-0.0723491683602333, 0.801247239112854, -0.2950008511543274, -0.3487158715724945, 0.5646057724952698, -0.47696056962013245, 0.0, 0.0]",False
"[[-0.0723491683602333, 0.801247239112854, -0.2950008511543274, -0.3487158715724945, 0.5646057724952698, -0.47696056962013245, 0.0, 0.0]]",2,2.462099552154541,"[-0.07562389224767685, 0.7933759689331055, -0.3076137900352478, -0.3416423797607422, 0.5415546298027039, -0.46102315187454224, 0.0, 0.0]",False
"[[-0.07562389224767685, 0.7933759689331055, -0.3076137900352478, -0.3416423797607422, 0.5415546298027039, -0.46102315187454224, 0.0, 0.0]]",2,0.19072966277599335,"[-0.07919063419103622, 0.7852921485900879, -0.33607590198516846, -0.35121309757232666, 0.5179634094238281, -0.4718244969844818, 0.0, 0.0]",False
"[[-0.07919063419103622, 0.7852921485900879, -0.33607590198516846, -0.35121309757232666, 0.5179634094238281, -0.4718244969844818, 0.0, 0.0]]",2,2.619945526123047,"[-0.08299589157104492, 0.7777597904205322, -0.36035794019699097, -0.3272804021835327, 0.4951719343662262, -0.4558292329311371, 0.0, 0.0]",False
"[[-0.08299589157104492, 0.7777597904205322, -0.36035794019699097, -0.3272804021835327, 0.4951719343662262, -0.4558292329311371, 0.0, 0.0]]",2,2.008239269256592,"[-0.0869104415178299, 0.7703138589859009, -0.37153953313827515, -0.32392418384552, 0.4729415476322174, -0.4446072578430176, 0.0, 0.0]",False
"[[-0.0869104415178299, 0.7703138589859009, -0.37153953313827515, -0.32392418384552, 0.4729415476322174, -0.4446072578430176, 0.0, 0.0]]",2,0.3166101574897766,"[-0.09124717861413956, 0.7632061839103699, -0.41315048933029175, -0.3090672194957733, 0.45029234886169434, -0.45298394560813904, 0.0, 0.0]",False
"[[-0.09124717861413956, 0.7632061839103699, -0.41315048933029175, -0.3090672194957733, 0.45029234886169434, -0.45298394560813904, 0.0, 0.0]]",2,-0.5118618011474609,"[-0.09608392417430878, 0.7564429044723511, -0.4621574282646179, -0.29384154081344604, 0.426831990480423, -0.4692073464393616, 0.0, 0.0]",False
"[[-0.09608392417430878, 0.7564429044723511, -0.4621574282646179, -0.29384154081344604, 0.426831990480423, -0.4692073464393616, 0.0, 0.0]]",3,2.4560253620147705,"[-0.10086164623498917, 0.749130129814148, -0.4543816149234772, -0.31813323497772217, 0.4015824496746063, -0.5049906373023987, 0.0, 0.0]",False
"[[-0.10086164623498917, 0.749130129814148, -0.4543816149234772, -0.31813323497772217, 0.4015824496746063, -0.5049906373023987, 0.0, 0.0]]",2,1.5718520879745483,"[-0.10581846535205841, 0.7418918609619141, -0.47207823395729065, -0.3152264356613159, 0.3763851821422577, -0.5039455890655518, 0.0, 0.0]",False
"[[-0.10581846535205841, 0.7418918609619141, -0.47207823395729065, -0.3152264356613159, 0.3763851821422577, -0.5039455890655518, 0.0, 0.0]]",2,2.823467493057251,"[-0.11094798892736435, 0.7353494167327881, -0.4897957742214203, -0.2848707437515259, 0.3519141674041748, -0.4894196093082428, 0.0, 0.0]",False
"[[-0.11094798892736435, 0.7353494167327881, -0.4897957742214203, -0.2848707437515259, 0.3519141674041748, -0.4894196093082428, 0.0, 0.0]]",2,2.424476385116577,"[-0.11624117195606232, 0.7294308543205261, -0.5065224766731262, -0.2576530873775482, 0.32803359627723694, -0.4776112139225006, 0.0, 0.0]",False
"[[-0.11624117195606232, 0.7294308543205261, -0.5065224766731262, -0.2576530873775482, 0.32803359627723694, -0.4776112139225006, 0.0, 0.0]]",2,0.4880638122558594,"[-0.12188635021448135, 0.724083423614502, -0.5411752462387085, -0.2325558364391327, 0.30377721786499023, -0.48512759804725647, 0.0, 0.0]",False
"[[-0.12188635021448135, 0.724083423614502, -0.5411752462387085, -0.2325558364391327, 0.30377721786499023, -0.48512759804725647, 0.0, 0.0]]",2,0.12697270512580872,"[-0.12790317833423615, 0.7193470001220703, -0.5776529908180237, -0.20567244291305542, 0.2790001630783081, -0.4955405592918396, 0.0, 0.0]",False
"[[-0.12790317833423615, 0.7193470001220703, -0.5776529908180237, -0.20567244291305542, 0.2790001630783081, -0.4955405592918396, 0.0, 0.0]]",3,2.919489622116089,"[-0.13385792076587677, 0.7140575647354126, -0.5695369243621826, -0.23035931587219238, 0.2524547278881073, -0.5309095978736877, 0.0, 0.0]",False
"[[-0.13385792076587677, 0.7140575647354126, -0.5695369243621826, -0.23035931587219238, 0.2524547278881073, -0.5309095978736877, 0.0, 0.0]]",2,0.7385601997375488,"[-0.14016112685203552, 0.7095933556556702, -0.6037489771842957, -0.1940649151802063, 0.22544914484024048, -0.5401119589805603, 0.0, 0.0]",False
"[[-0.14016112685203552, 0.7095933556556702, -0.6037489771842957, -0.1940649151802063, 0.22544914484024048, -0.5401119589805603, 0.0, 0.0]]",2,2.025391101837158,"[-0.1466338187456131, 0.7060174942016602, -0.6207987070083618, -0.15509818494319916, 0.19870653748512268, -0.5348518490791321, 0.0, 0.0]",False
"[[-0.1466338187456131, 0.7060174942016602, -0.6207987070083618, -0.15509818494319916, 0.19870653748512268, -0.5348518490791321, 0.0, 0.0]]",2,2.840998888015747,"[-0.15307196974754333, 0.7024609446525574, -0.6177210211753845, -0.15477757155895233, 0.1724986582994461, -0.5241577625274658, 0.0, 0.0]",False
"[[-0.15307196974754333, 0.7024609446525574, -0.6177210211753845, -0.15477757155895233, 0.1724986582994461, -0.5241577625274658, 0.0, 0.0]]",2,0.4083271324634552,"[-0.15976305305957794, 0.6991220116615295, -0.6421850919723511, -0.14549119770526886, 0.14557330310344696, -0.5385070443153381, 0.0, 0.0]",False
"[[-0.15976305305957794, 0.6991220116615295, -0.6421850919723511, -0.14549119770526886, 0.14557330310344696, -0.5385070443153381, 0.0, 0.0]]",2,0.9036560654640198,"[-0.16669197380542755, 0.6965450644493103, -0.6653833389282227, -0.11207672953605652, 0.11817125231027603, -0.5480411648750305, 0.0, 0.0]",False
"[[-0.16669197380542755, 0.6965450644493103, -0.6653833389282227, -0.11207672953605652, 0.11817125231027603, -0.5480411648750305, 0.0, 0.0]]",2,3.4316844940185547,"[-0.17355374991893768, 0.6947023272514343, -0.6593726873397827, -0.0799938514828682, 0.0915633961558342, -0.5321573615074158, 0.0, 0.0]",False
"[[-0.17355374991893768, 0.6947023272514343, -0.6593726873397827, -0.0799938514828682, 0.0915633961558342, -0.5321573615074158, 0.0, 0.0]]",2,1.538631558418274,"[-0.18051910400390625, 0.6932983994483948, -0.6694809794425964, -0.06095019355416298, 0.0647733211517334, -0.5358016490936279, 0.0, 0.0]",False
"[[-0.18051910400390625, 0.6932983994483948, -0.6694809794425964, -0.06095019355416298, 0.0647733211517334, -0.5358016490936279, 0.0, 0.0]]",2,0.870540976524353,"[-0.18764753639698029, 0.6920430064201355, -0.6851270198822021, -0.05482693389058113, 0.037382811307907104, -0.5478102564811707, 0.0, 0.0]",False
"[[-0.18764753639698029, 0.6920430064201355, -0.6851270198822021, -0.05482693389058113, 0.037382811307907104, -0.5478102564811707, 0.0, 0.0]]",1,1.513251781463623,"[-0.19483689963817596, 0.690184473991394, -0.6927577257156372, -0.08214802294969559, 0.011530060321092606, -0.5170552730560303, 0.0, 0.0]",False
"[[-0.19483689963817596, 0.690184473991394, -0.6927577257156372, -0.08214802294969559, 0.011530060321092606, -0.5170552730560303, 0.0, 0.0]]",2,-1.9783014059066772,"[-0.20219191908836365, 0.6892818212509155, -0.7085921168327332, -0.040126245468854904, -0.015030230395495892, -0.5312062501907349, 0.0, 0.0]",False
"[[-0.20219191908836365, 0.6892818212509155, -0.7085921168327332, -0.040126245468854904, -0.015030230395495892, -0.5312062501907349, 0.0, 0.0]]",2,-3.6975879669189453,"[-0.2096102237701416, 0.688518762588501, -0.7145975232124329, -0.03439983353018761, -0.04191519692540169, -0.5376995205879211, 0.0, 0.0]",False
"[[-0.2096102237701416, 0.688518762588501, -0.7145975232124329, -0.03439983353018761, -0.04191519692540169, -0.5376995205879211, 0.0, 0.0]]",2,-1.9426331520080566,"[-0.21691136062145233, 0.6880635619163513, -0.7033458948135376, -0.021189507097005844, -0.06837548315525055, -0.5292059183120728, 0.0, 0.0]",False
"[[-0.21691136062145233, 0.6880635619163513, -0.7033458948135376, -0.021189507097005844, -0.06837548315525055, -0.5292059183120728, 0.0, 0.0]]",0,-2.9009480476379395,"[-0.22421202063560486, 0.6870178580284119, -0.7033509016036987, -0.04791555181145668, -0.09483448415994644, -0.5291804075241089, 0.0, 0.0]",False
"[[-0.22421202063560486, 0.6870178580284119, -0.7033509016036987, -0.04791555181145668, -0.09483448415994644, -0.5291804075241089, 0.0, 0.0]]",2,-1.2674360275268555,"[-0.23133067786693573, 0.6859584450721741, -0.6858834028244019, -0.0489448644220829, -0.12062623351812363, -0.515835165977478, 0.0, 0.0]",False
"[[-0.23133067786693573, 0.6859584450721741, -0.6858834028244019, -0.0489448644220829, -0.12062623351812363, -0.515835165977478, 0.0, 0.0]]",2,-2.215665817260742,"[-0.23837418854236603, 0.6851848363876343, -0.678468644618988, -0.03667767345905304, -0.14640039205551147, -0.5154831409454346, 0.0, 0.0]",False
"[[-0.23837418854236603, 0.6851848363876343, -0.678468644618988, -0.03667767345905304, -0.14640039205551147, -0.5154831409454346, 0.0, 0.0]]",2,-1.1373660564422607,"[-0.2452300488948822, 0.685136616230011, -0.6600682139396667, -0.004851212725043297, -0.17191119492053986, -0.5102159380912781, 0.0, 0.0]",False
"[[-0.2452300488948822, 0.685136616230011, -0.6600682139396667, -0.004851212725043297, -0.17191119492053986, -0.5102159380912781, 0.0, 0.0]]",2,-2.481658458709717,"[-0.25200825929641724, 0.6859719157218933, -0.6519873738288879, 0.03393091633915901, -0.19784806668758392, -0.5187376141548157, 0.0, 0.0]",False
"[[-0.25200825929641724, 0.6859719157218933, -0.6519873738288879, 0.03393091633915901, -0.19784806668758392, -0.5187376141548157, 0.0, 0.0]]",2,-2.6767609119415283,"[-0.2587049603462219, 0.6874557733535767, -0.6435877084732056, 0.062247078865766525, -0.2241695672273636, -0.5264298915863037, 0.0, 0.0]",False
"[[-0.2587049603462219, 0.6874557733535767, -0.6435877084732056, 0.062247078865766525, -0.2241695672273636, -0.5264298915863037, 0.0, 0.0]]",2,-0.19568893313407898,"[-0.26504573225975037, 0.6896038055419922, -0.6088758111000061, 0.09143716841936111, -0.24975232779979706, -0.5116553902626038, 0.0, 0.0]",False
"[[-0.26504573225975037, 0.6896038055419922, -0.6088758111000061, 0.09143716841936111, -0.24975232779979706, -0.5116553902626038, 0.0, 0.0]]",2,-3.6956560611724854,"[-0.27140241861343384, 0.6920525431632996, -0.609894871711731, 0.10423873364925385, -0.2760901153087616, -0.5267559289932251, 0.0, 0.0]",False
"[[-0.27140241861343384, 0.6920525431632996, -0.609894871711731, 0.10423873364925385, -0.2760901153087616, -0.5267559289932251, 0.0, 0.0]]",2,-3.2281131744384766,"[-0.27766886353492737, 0.6952411532402039, -0.6003649234771729, 0.1365123689174652, -0.3031493127346039, -0.5411840677261353, 0.0, 0.0]",False
"[[-0.27766886353492737, 0.6952411532402039, -0.6003649234771729, 0.1365123689174652, -0.3031493127346039, -0.5411840677261353, 0.0, 0.0]]",2,-1.5756794214248657,"[-0.2836843430995941, 0.6988397836685181, -0.5756598711013794, 0.15430404245853424, -0.33002907037734985, -0.5375951528549194, 0.0, 0.0]",False
"[[-0.2836843430995941, 0.6988397836685181, -0.5756598711013794, 0.15430404245853424, -0.33002907037734985, -0.5375951528549194, 0.0, 0.0]]",2,-0.5211467742919922,"[-0.28940147161483765, 0.7023223638534546, -0.5468420386314392, 0.14888305962085724, -0.35608723759651184, -0.5211634635925293, 0.0, 0.0]",False
"[[-0.28940147161483765, 0.7023223638534546, -0.5468420386314392, 0.14888305962085724, -0.35608723759651184, -0.5211634635925293, 0.0, 0.0]]",2,-1.4805712699890137,"[-0.2948879301548004, 0.7059957385063171, -0.5241488218307495, 0.15697680413722992, -0.3819941580295563, -0.5181383490562439, 0.0, 0.0]",False
"[[-0.2948879301548004, 0.7059957385063171, -0.5241488218307495, 0.15697680413722992, -0.3819941580295563, -0.5181383490562439, 0.0, 0.0]]",2,-2.8856468200683594,"[-0.3002464175224304, 0.7101179361343384, -0.5110047459602356, 0.1763239949941635, -0.4085548520088196, -0.5312142372131348, 0.0, 0.0]",False
"[[-0.3002464175224304, 0.7101179361343384, -0.5110047459602356, 0.1763239949941635, -0.4085548520088196, -0.5312142372131348, 0.0, 0.0]]",2,-2.2240641117095947,"[-0.3053814470767975, 0.7147070169448853, -0.48861438035964966, 0.19654114544391632, -0.43547186255455017, -0.5383404493331909, 0.0, 0.0]",False
"[[-0.3053814470767975, 0.7147070169448853, -0.48861438035964966, 0.19654114544391632, -0.43547186255455017, -0.5383404493331909, 0.0, 0.0]]",2,-2.289829730987549,"[-0.3102467954158783, 0.7198997735977173, -0.4615616202354431, 0.2227954864501953, -0.46282094717025757, -0.5469818115234375, 0.0, 0.0]",False
"[[-0.3102467954158783, 0.7198997735977173, -0.4615616202354431, 0.2227954864501953, -0.46282094717025757, -0.5469818115234375, 0.0, 0.0]]",2,-1.014008641242981,"[-0.3148570954799652, 0.7248985171318054, -0.43684130907058716, 0.2138800024986267, -0.48967304825782776, -0.5370417833328247, 0.0, 0.0]",False
"[[-0.3148570954799652, 0.7248985171318054, -0.43684130907058716, 0.2138800024986267, -0.48967304825782776, -0.5370417833328247, 0.0, 0.0]]",2,-3.472428560256958,"[-0.31944021582603455, 0.7299330830574036, -0.43375176191329956, 0.2147621214389801, -0.5173327922821045, -0.5531947612762451, 0.0, 0.0]",False
"[[-0.31944021582603455, 0.7299330830574036, -0.43375176191329956, 0.2147621214389801, -0.5173327922821045, -0.5531947612762451, 0.0, 0.0]]",2,-2.497466802597046,"[-0.32386595010757446, 0.7350524663925171, -0.4180397093296051, 0.2179545909166336, -0.5454022288322449, -0.5613890290260315, 0.0, 0.0]",False
"[[-0.32386595010757446, 0.7350524663925171, -0.4180397093296051, 0.2179545909166336, -0.5454022288322449, -0.5613890290260315, 0.0, 0.0]]",2,-3.28739333152771,"[-0.328225314617157, 0.7402191758155823, -0.4111569821834564, 0.21931575238704681, -0.5742411613464355, -0.576778769493103, 0.0, 0.0]",False
"[[-0.328225314617157, 0.7402191758155823, -0.4111569821834564, 0.21931575238704681, -0.5742411613464355, -0.576778769493103, 0.0, 0.0]]",2,-0.4855108857154846,"[-0.3321201801300049, 0.7456751465797424, -0.365428626537323, 0.23182052373886108, -0.6027644872665405, -0.5704666376113892, 0.0, 0.0]",False
"[[-0.3321201801300049, 0.7456751465797424, -0.365428626537323, 0.23182052373886108, -0.6027644872665405, -0.5704666376113892, 0.0, 0.0]]",2,-2.193699598312378,"[-0.33558526635169983, 0.7518287897109985, -0.32240134477615356, 0.2621214687824249, -0.631915271282196, -0.5830156803131104, 0.0, 0.0]",False
"[[-0.33558526635169983, 0.7518287897109985, -0.32240134477615356, 0.2621214687824249, -0.631915271282196, -0.5830156803131104, 0.0, 0.0]]",2,-1.417391300201416,"[-0.3387925624847412, 0.7578063011169434, -0.29728350043296814, 0.2539147734642029, -0.6608747839927673, -0.5791913270950317, 0.0, 0.0]",False
"[[-0.3387925624847412, 0.7578063011169434, -0.29728350043296814, 0.2539147734642029, -0.6608747839927673, -0.5791913270950317, 0.0, 0.0]]",0,-1.843032717704773,"[-0.3419952988624573, 0.763192892074585, -0.2973479628562927, 0.22719117999076843, -0.6898326873779297, -0.5791578888893127, 0.0, 0.0]",False
"[[-0.3419952988624573, 0.763192892074585, -0.2973479628562927, 0.22719117999076843, -0.6898326873779297, -0.5791578888893127, 0.0, 0.0]]",2,0.2543252110481262,"[-0.34475451707839966, 0.7683680653572083, -0.25416475534439087, 0.21773308515548706, -0.7179712653160095, -0.562772810459137, 0.0, 0.0]",False
"[[-0.34475451707839966, 0.7683680653572083, -0.25416475534439087, 0.21773308515548706, -0.7179712653160095, -0.562772810459137, 0.0, 0.0]]",0,-1.6764723062515259,"[-0.34750914573669434, 0.7729513049125671, -0.25423017144203186, 0.1910150945186615, -0.7461082935333252, -0.5627419948577881, 0.0, 0.0]",False
"[[-0.34750914573669434, 0.7729513049125671, -0.25423017144203186, 0.1910150945186615, -0.7461082935333252, -0.5627419948577881, 0.0, 0.0]]",0,-1.7666200399398804,"[-0.3502589762210846, 0.7769421339035034, -0.25429767370224, 0.16429837048053741, -0.7742437720298767, -0.562711238861084, 0.0, 0.0]",False
"[[-0.3502589762210846, 0.7769421339035034, -0.25429767370224, 0.16429837048053741, -0.7742437720298767, -0.562711238861084, 0.0, 0.0]]",0,-1.8796379566192627,"[-0.35300391912460327, 0.7803404331207275, -0.25436729192733765, 0.137582927942276, -0.8023777604103088, -0.5626804828643799, 0.0, 0.0]",False
"[[-0.35300391912460327, 0.7803404331207275, -0.25436729192733765, 0.137582927942276, -0.8023777604103088, -0.5626804828643799, 0.0, 0.0]]",2,-0.10338078439235687,"[-0.3553984761238098, 0.7835646867752075, -0.2200384885072708, 0.12956255674362183, -0.830328643321991, -0.5590171813964844, 0.0, 0.0]",False
"[[-0.3553984761238098, 0.7835646867752075, -0.2200384885072708, 0.12956255674362183, -0.830328643321991, -0.5590171813964844, 0.0, 0.0]]",0,-1.8938770294189453,"[-0.35778799653053284, 0.7861959338188171, -0.22011113166809082, 0.10285037010908127, -0.8582779765129089, -0.558987021446228, 0.0, 0.0]",False
"[[-0.35778799653053284, 0.7861959338188171, -0.22011113166809082, 0.10285037010908127, -0.8582779765129089, -0.558987021446228, 0.0, 0.0]]",0,-2.081507921218872,"[-0.36017221212387085, 0.7882341742515564, -0.22018568217754364, 0.07613956928253174, -0.8862258195877075, -0.5589568614959717, 0.0, 0.0]",False
"[[-0.36017221212387085, 0.7882341742515564, -0.22018568217754364, 0.07613956928253174, -0.8862258195877075, -0.5589568614959717, 0.0, 0.0]]",0,-2.301213502883911,"[-0.36255112290382385, 0.789678692817688, -0.2202620506286621, 0.04943017289042473, -0.9141721129417419, -0.5589267015457153, 0.0, 0.0]",False
"[[-0.36255112290382385, 0.789678692817688, -0.2202620506286621, 0.04943017289042473, -0.9141721129417419, -0.5589267015457153, 0.0, 0.0]]",2,-0.5334326028823853,"[-0.3646463453769684, 0.7910462617874146, -0.19224008917808533, 0.045434191823005676, -0.9425926208496094, -0.5684114694595337, 0.0, 0.0]",False
"[[-0.3646463453769684, 0.7910462617874146, -0.19224008917808533, 0.045434191823005676, -0.9425926208496094, -0.5684114694595337, 0.0, 0.0]]",0,-2.569406747817993,"[-0.3667358458042145, 0.7918201684951782, -0.19232264161109924, 0.01872635819017887, -0.9710116386413574, -0.5683797597885132, 0.0, 0.0]",False
"[[-0.3667358458042145, 0.7918201684951782, -0.19232264161109924, 0.01872635819017887, -0.9710116386413574, -0.5683797597885132, 0.0, 0.0]]",0,-2.879840850830078,"[-0.36881938576698303, 0.7920001149177551, -0.19240695238113403, -0.007979892194271088, -0.9994290471076965, -0.5683480501174927, 0.0, 0.0]",False
"[[-0.36881938576698303, 0.7920001149177551, -0.19240695238113403, -0.007979892194271088, -0.9994290471076965, -0.5683480501174927, 0.0, 0.0]]",0,-3.1940178871154785,"[-0.3708969056606293, 0.7915858626365662, -0.19249290227890015, -0.03468452766537666, -1.0278449058532715, -0.5683164000511169, 0.0, 0.0]",False
"[[-0.3708969056606293, 0.7915858626365662, -0.19249290227890015, -0.03468452766537666, -1.0278449058532715, -0.5683164000511169, 0.0, 0.0]]",2,3.7895476818084717,"[-0.3722795844078064, 0.7915157675743103, -0.12329232692718506, -0.020153585821390152, -1.0570894479751587, -0.5848900079727173, 0.0, 0.0]",False
"[[-0.3722795844078064, 0.7915157675743103, -0.12329232692718506, -0.020153585821390152, -1.0570894479751587, -0.5848900079727173, 0.0, 0.0]]",0,-3.62841796875,"[-0.37365561723709106, 0.7908514142036438, -0.12338665872812271, -0.04685693979263306, -1.0863322019577026, -0.5848554968833923, 0.0, 0.0]",False
"[[-0.37365561723709106, 0.7908514142036438, -0.12338665872812271, -0.04685693979263306, -1.0863322019577026, -0.5848554968833923, 0.0, 0.0]]",2,2.9786791801452637,"[-0.3742043077945709, 0.7899337410926819, -0.04178857058286667, -0.05787617340683937, -1.1147387027740479, -0.5681291222572327, 0.0, 0.0]",False
"[[-0.3742043077945709, 0.7899337410926819, -0.04178857058286667, -0.05787617340683937, -1.1147387027740479, -0.5681291222572327, 0.0, 0.0]]",0,-5.025996208190918,"[-0.37474656105041504, 0.7884206771850586, -0.04188043624162674, -0.08457396179437637, -1.1431435346603394, -0.5680974721908569, 0.0, 0.0]",False
"[[-0.37474656105041504, 0.7884206771850586, -0.04188043624162674, -0.08457396179437637, -1.1431435346603394, -0.5680974721908569, 0.0, 0.0]]",0,-5.127799034118652,"[-0.37528228759765625, 0.7863121032714844, -0.04197359457612038, -0.1112699806690216, -1.1715468168258667, -0.5680658221244812, 0.0, 0.0]",False
"[[-0.37528228759765625, 0.7863121032714844, -0.04197359457612038, -0.1112699806690216, -1.1715468168258667, -0.5680658221244812, 0.0, 0.0]]",0,-5.15023136138916,"[-0.3758113980293274, 0.7836076021194458, -0.04206795245409012, -0.13796424865722656, -1.1999485492706299, -0.5680342316627502, 0.0, 0.0]",False
"[[-0.3758113980293274, 0.7836076021194458, -0.04206795245409012, -0.13796424865722656, -1.1999485492706299, -0.5680342316627502, 0.0, 0.0]]",0,-5.138615131378174,"[-0.3763338625431061, 0.7803069949150085, -0.04216345399618149, -0.16465672850608826, -1.228348731994629, -0.5680026412010193, 0.0, 0.0]",False
"[[-0.3763338625431061, 0.7803069949150085, -0.04216345399618149, -0.16465672850608826, -1.228348731994629, -0.5680026412010193, 0.0, 0.0]]",0,-5.1104278564453125,"[-0.3768496513366699, 0.7764099836349487, -0.04226000979542732, -0.1913473904132843, -1.2567472457885742, -0.5679710507392883, 0.0, 0.0]",False
"[[-0.3768496513366699, 0.7764099836349487, -0.04226000979542732, -0.1913473904132843, -1.2567472457885742, -0.5679710507392883, 0.0, 0.0]]",1,-4.175981521606445,"[-0.3773815631866455, 0.7720403075218201, -0.045469414442777634, -0.2106938511133194, -1.2823166847229004, -0.5113896131515503, 0.0, 0.0]",False
"[[-0.3773815631866455, 0.7720403075218201, -0.045469414442777634, -0.2106938511133194, -1.2823166847229004, -0.5113896131515503, 0.0, 0.0]]",1,-3.832085371017456,"[-0.3779257833957672, 0.7671985030174255, -0.04808690398931503, -0.22995822131633759, -1.3050566911697388, -0.4548008441925049, 0.0, 0.0]",False
"[[-0.3779257833957672, 0.7671985030174255, -0.04808690398931503, -0.22995822131633759, -1.3050566911697388, -0.4548008441925049, 0.0, 0.0]]",1,-3.6979153156280518,"[-0.37847810983657837, 0.7618582248687744, -0.049961455166339874, -0.2507302165031433, -1.3255501985549927, -0.40986958146095276, 0.0, 0.0]",False
"[[-0.37847810983657837, 0.7618582248687744, -0.049961455166339874, -0.2507302165031433, -1.3255501985549927, -0.40986958146095276, 0.0, 0.0]]",1,-3.310297966003418,"[-0.3790530562400818, 0.7560362219810486, -0.05325900763273239, -0.2704361379146576, -1.343334674835205, -0.3556877672672272, 0.0, 0.0]",False
"[[-0.3790530562400818, 0.7560362219810486, -0.05325900763273239, -0.2704361379146576, -1.343334674835205, -0.3556877672672272, 0.0, 0.0]]",1,-3.0133721828460693,"[-0.37964749336242676, 0.7497289180755615, -0.05607840418815613, -0.2903050482273102, -1.358492374420166, -0.3031533360481262, 0.0, 0.0]",False
"[[-0.37964749336242676, 0.7497289180755615, -0.05607840418815613, -0.2903050482273102, -1.358492374420166, -0.3031533360481262, 0.0, 0.0]]",1,-2.72216534614563,"[-0.38025689125061035, 0.7429342865943909, -0.0583210214972496, -0.310327410697937, -1.37110435962677, -0.252239853143692, 0.0, 0.0]",False
"[[-0.38025689125061035, 0.7429342865943909, -0.0583210214972496, -0.310327410697937, -1.37110435962677, -0.252239853143692, 0.0, 0.0]]",1,-2.288330316543579,"[-0.3808850347995758, 0.7356695532798767, -0.060914717614650726, -0.3292739987373352, -1.380758285522461, -0.1930786520242691, 0.0, 0.0]",False
"[[-0.3808850347995758, 0.7356695532798767, -0.060914717614650726, -0.3292739987373352, -1.380758285522461, -0.1930786520242691, 0.0, 0.0]]",1,-2.0283660888671875,"[-0.3815222382545471, 0.7279236316680908, -0.06240808963775635, -0.34889551997184753, -1.3877452611923218, -0.13974040746688843, 0.0, 0.0]",False
"[[-0.3815222382545471, 0.7279236316680908, -0.06240808963775635, -0.34889551997184753, -1.3877452611923218, -0.13974040746688843, 0.0, 0.0]]",1,-1.7978705167770386,"[-0.38217535614967346, 0.7196878790855408, -0.06449601799249649, -0.36901527643203735, -1.3922274112701416, -0.0896439477801323, 0.0, 0.0]",False
"[[-0.38217535614967346, 0.7196878790855408, -0.06449601799249649, -0.36901527643203735, -1.3922274112701416, -0.0896439477801323, 0.0, 0.0]]",1,-1.2908093929290771,"[-0.3828439712524414, 0.710989236831665, -0.06661587953567505, -0.38751426339149475, -1.3936017751693726, -0.027486193925142288, 0.0, 0.0]",False
